,Market,Submarket,Population,Period,Years,CAGR,NOI Cap Rate Comp.,Fixed Interest Rate,Opt. Cash Flow,Mkt Cap Rate Apr. bp,XIRR,Equity Multiple
Bangor - ME USA - Bangor ,Bangor - ME,Bangor ,155108.0,2024-12 to 2029-12,5,0.06335147312339195,0.08037251819376404,0.07039999999999999,0.009972518193764046,118.0,0.2115339231362845,2.3754453989190703
Baton Rouge - LA USA - Ascension Parish,Baton Rouge - LA,Ascension Parish,857082.0,2024-12 to 2029-12,5,0.06713799912060381,0.04756873901080702,0.07039999999999999,-0.02283126098919297,92.0,0.15378669589483573,2.026345012306158
Baton Rouge - LA USA - Downtown Baton Rouge,Baton Rouge - LA,Downtown Baton Rouge,857082.0,2024-12 to 2029-12,5,0.061419191944802165,0.05563231089676347,0.07039999999999999,-0.014767689103236517,92.0,0.15898119818687295,2.0354240955125977
Baton Rouge - LA USA - East Baton Rouge Parish,Baton Rouge - LA,East Baton Rouge Parish,857082.0,2024-12 to 2029-12,5,0.06498552730012652,0.05435255186219967,0.07039999999999999,-0.01604744813780032,92.0,0.16300243161673844,2.076390830124498
Baton Rouge - LA USA - Livingston Parish,Baton Rouge - LA,Livingston Parish,857082.0,2024-12 to 2029-12,5,0.06621332890269604,0.06156296205962317,0.07039999999999999,-0.008837037940376817,92.0,0.17832335503637986,2.1863095276223428
Baton Rouge - LA USA - Outlying East Baton Rouge Parish,Baton Rouge - LA,Outlying East Baton Rouge Parish,857082.0,2024-12 to 2029-12,5,0.06003446863220696,0.061367850317553194,0.07039999999999999,-0.009032149682446797,92.0,0.16781949129646323,2.0852060565213675
Baton Rouge - LA USA - South Baton Rouge Parish,Baton Rouge - LA,South Baton Rouge Parish,857082.0,2024-12 to 2029-12,5,0.060427695137275306,0.047082467284323005,0.07039999999999999,-0.023317532715676985,92.0,0.14030644307234352,1.9128496745704169
Baton Rouge - LA USA - West Baton Rouge Parish,Baton Rouge - LA,West Baton Rouge Parish,857082.0,2024-12 to 2029-12,5,0.0524181383245903,0.041556460056306664,0.07039999999999999,-0.028843539943693326,92.0,0.11391572805480354,1.7190700524242772
Battle Creek - MI USA - Battle Creek,Battle Creek - MI,Battle Creek,133112.0,2024-12 to 2029-12,5,0.0690483159859201,0.059019394227754915,0.07039999999999999,-0.011380605772245075,120.0,0.17941076538908995,2.2005561729430454
Bay City - MI USA - Bay City ,Bay City - MI,Bay City ,102167.0,2024-12 to 2029-12,5,0.052185514713318115,0.0671812477224014,0.07039999999999999,-0.0032187522775985883,120.0,0.1662989108530537,2.0358143598839904
Beaumont - TX USA - Nederland/Port Neches,Beaumont - TX,Nederland/Port Neches,409854.0,2024-12 to 2029-12,5,0.06356672743271408,0.07405200619899364,0.07039999999999999,0.003652006198993654,102.0,0.19960877742826177,2.2998804773552797
Beaumont - TX USA - North/West Beaumont,Beaumont - TX,North/West Beaumont,409854.0,2024-12 to 2029-12,5,0.06867774155411843,0.06147340064109771,0.07039999999999999,-0.008926599358902283,102.0,0.1834678147081843,2.2251851755782033
Beaumont - TX USA - Orange County,Beaumont - TX,Orange County,409854.0,2024-12 to 2029-12,5,0.06044451012829821,0.055267296312106355,0.07039999999999999,-0.015132703687893635,102.0,0.15649053666169466,2.0154258311113704
Beaumont - TX USA - Port Arthur/Groves,Beaumont - TX,Port Arthur/Groves,409854.0,2024-12 to 2029-12,5,0.0618065792146556,0.07205939966716576,0.07039999999999999,0.001659399667165773,102.0,0.19236076771606614,2.2469133423613874
Bellingham - WA USA - Bellingham ,Bellingham - WA,Bellingham ,235196.0,2024-12 to 2029-12,5,0.07186922572196752,0.041447288396784875,0.07039999999999999,-0.028952711603215116,86.0,0.15094323020556866,2.0272047966889426
Bend - OR USA - Bend/Central Deschutes County,Bend - OR,Bend/Central Deschutes County,212237.0,2024-12 to 2029-12,5,0.07322540498980157,0.03698080560501403,0.07039999999999999,-0.03341919439498596,86.0,0.14503325923593313,1.9938070688972562
Bend - OR USA - Redmond/North Deschutes County,Bend - OR,Redmond/North Deschutes County,212237.0,2024-12 to 2029-12,5,0.0766484316431073,0.04230785760697566,0.07039999999999999,-0.02809214239302433,86.0,0.16129580166700652,2.11752392806655
Billings - MT USA - Billings ,Billings - MT,Billings ,184885.0,2024-12 to 2029-12,5,0.07717737300433547,0.03258714168795158,0.07039999999999999,-0.03781285831204841,120.0,0.1442288912837686,2.0049078075341793
Binghamton - NY USA - Binghamton,Binghamton - NY,Binghamton,240371.0,2024-12 to 2029-12,5,0.0640441684762123,0.05034507318347864,0.07039999999999999,-0.02005492681652135,118.0,0.1534620717569195,2.011187074918305
Birmingham - AL USA - Bessemer/Fairfield,Birmingham - AL,Bessemer/Fairfield,1194542.0,2024-12 to 2029-12,5,0.06864450097698205,0.0510381016210559,0.07039999999999999,-0.019361898378944094,92.0,0.16209994891393675,2.0942020135497748
Birmingham - AL USA - Cahaba Heights,Birmingham - AL,Cahaba Heights,1194542.0,2024-12 to 2029-12,5,0.06311363589142638,0.0649492788730865,0.07039999999999999,-0.005450721126913485,92.0,0.18054963789594503,2.178855613182658
Birmingham - AL USA - Downtown Birmingham,Birmingham - AL,Downtown Birmingham,1194542.0,2024-12 to 2029-12,5,0.06295638932944603,0.04837223866620376,0.07039999999999999,-0.022027761333796234,92.0,0.14764468323855318,1.9691325659169356
Birmingham - AL USA - Homewood,Birmingham - AL,Homewood,1194542.0,2024-12 to 2029-12,5,0.06739970116264793,0.07406195274403406,0.07039999999999999,0.0036619527440340666,92.0,0.20578213758850494,2.361754546520216
Birmingham - AL USA - Outlying Jefferson County,Birmingham - AL,Outlying Jefferson County,1194542.0,2024-12 to 2029-12,5,0.06193594913385558,0.062706077478489,0.07039999999999999,-0.007693922521510993,92.0,0.17268473724109756,2.13205285138974
Birmingham - AL USA - Shelby County,Birmingham - AL,Shelby County,1194542.0,2024-12 to 2029-12,5,0.06579360849154914,0.05896278399374883,0.07039999999999999,-0.01143721600625116,92.0,0.1731618844523226,2.1470323749912907
Bismarck - ND USA - Bismarck ,Bismarck - ND,Bismarck ,141168.0,2024-12 to 2029-12,5,0.05908755860809056,0.09361847955546376,0.07039999999999999,0.023218479555463772,120.0,0.23123256468881714,2.4734205036691295
Bismarck - ND USA - Mandan ,Bismarck - ND,Mandan ,141168.0,2024-12 to 2029-12,5,0.06472063961859864,0.11893455370994918,0.07039999999999999,0.04853455370994919,120.0,0.2907239672125106,2.8794085894425097
Blacksburg - VA USA - Blacksburg ,Blacksburg - VA,Blacksburg ,181578.0,2024-12 to 2029-12,5,0.0642131423934742,0.07219037954569578,0.07039999999999999,0.0017903795456957888,118.0,0.19645740072557372,2.2869617635280237
Bloomington - IN USA - Bloomington IN ,Bloomington - IN,Bloomington IN ,160846.0,2024-12 to 2029-12,5,0.05741192660871497,0.055947231232941944,0.07039999999999999,-0.014452768767058047,120.0,0.15261324425072775,1.9762609995358176
Boise - ID USA - Caldwell,Boise - ID,Caldwell,847740.0,2024-12 to 2029-12,5,0.08009659768029165,0.035076617937539196,0.07039999999999999,-0.035323382062460794,86.0,0.15436226192111002,2.085420961078345
Boise - ID USA - Downtown Boise,Boise - ID,Downtown Boise,847740.0,2024-12 to 2029-12,5,0.07355635970962604,0.04494887636776568,0.07039999999999999,-0.025451123632234313,86.0,0.1598393230601045,2.0988996966265003
Boise - ID USA - Meridian,Boise - ID,Meridian,847740.0,2024-12 to 2029-12,5,0.08116049179104134,0.03508422759829526,0.07039999999999999,-0.03531577240170473,86.0,0.15586730820820072,2.1036509486015254
Boise - ID USA - Nampa,Boise - ID,Nampa,847740.0,2024-12 to 2029-12,5,0.08259923752970422,0.04100586805911688,0.07039999999999999,-0.02939413194088311,86.0,0.1697508661543068,2.2023097464478223
Boise - ID USA - North Boise,Boise - ID,North Boise,847740.0,2024-12 to 2029-12,5,0.08032961976111941,0.03793225562212672,0.07039999999999999,-0.03246774437787327,86.0,0.15986803582279352,2.125082360563174
Boise - ID USA - Outlying Ada County,Boise - ID,Outlying Ada County,847740.0,2024-12 to 2029-12,5,0.07288205750095722,0.05441061607808342,0.07039999999999999,-0.015989383921916574,86.0,0.17599113685074652,2.205989470258995
Boise - ID USA - South Boise,Boise - ID,South Boise,847740.0,2024-12 to 2029-12,5,0.07900627233980351,0.04265719837531865,0.07039999999999999,-0.02774280162468134,86.0,0.1661835595489054,2.1616667981750264
Boston - MA USA - 93 North,Boston - MA,93 North,4971301.0,2024-12 to 2029-12,5,0.06567290383604041,0.03911269582031375,0.07039999999999999,-0.03128730417968624,80.0,0.13481315163614882,1.896959890690658
Boston - MA USA - Alewife,Boston - MA,Alewife,4971301.0,2024-12 to 2029-12,5,0.06722056796536391,0.03427025134188146,0.07039999999999999,-0.03612974865811853,80.0,0.12841419500646856,1.8614525933359847
Boston - MA USA - Allston/Brighton,Boston - MA,Allston/Brighton,4971301.0,2024-12 to 2029-12,5,0.07129075194526391,0.02913970290055925,0.07039999999999999,-0.04126029709944074,80.0,0.12659008800008054,1.863825605126021
Boston - MA USA - Back Bay/South End,Boston - MA,Back Bay/South End,4971301.0,2024-12 to 2029-12,5,0.07440939353520593,0.03518759700170722,0.07039999999999999,-0.03521240299829277,80.0,0.14386123762370762,1.9910698964765463
Boston - MA USA - Brookline/Newton/Watertown,Boston - MA,Brookline/Newton/Watertown,4971301.0,2024-12 to 2029-12,5,0.06504300296294696,0.038483253088278296,0.07039999999999999,-0.031916746911721694,80.0,0.13234894894213256,1.8789489013000678
Boston - MA USA - Burlington/Woburn,Boston - MA,Burlington/Woburn,4971301.0,2024-12 to 2029-12,5,0.06489521955002475,0.041111058857778084,0.07039999999999999,-0.029288941142221907,80.0,0.13714637515999262,1.9094202692402056
Boston - MA USA - Chelmsford/Tyngsborough/Townsend,Boston - MA,Chelmsford/Tyngsborough/Townsend,4971301.0,2024-12 to 2029-12,5,0.06824443349693787,0.04909311993528596,0.07039999999999999,-0.021306880064714033,80.0,0.1587078588731512,2.063372691591253
Boston - MA USA - Downtown Boston,Boston - MA,Downtown Boston,4971301.0,2024-12 to 2029-12,5,0.07296069337366018,0.03597025606655288,0.07039999999999999,-0.03442974393344711,80.0,0.1425156753886594,1.9767875438468274
Boston - MA USA - East Boston/Chelsea,Boston - MA,East Boston/Chelsea,4971301.0,2024-12 to 2029-12,5,0.07106094469479984,0.02880926841064723,0.07039999999999999,-0.04159073158935276,80.0,0.1249880116369666,1.8559132148124653
Boston - MA USA - Everett/Malden/Medford/Melrose,Boston - MA,Everett/Malden/Medford/Melrose,4971301.0,2024-12 to 2029-12,5,0.06530443145162868,0.040005378652398435,0.07039999999999999,-0.030394621347601555,80.0,0.13573369738196028,1.9021822015008394
Boston - MA USA - Fenway/Mission Hill,Boston - MA,Fenway/Mission Hill,4971301.0,2024-12 to 2029-12,5,0.07245211866143375,0.03567625799752799,0.07039999999999999,-0.034723742002472004,80.0,0.14111958572471917,1.9646949672855238
Boston - MA USA - Harvard MIT,Boston - MA,Harvard MIT,4971301.0,2024-12 to 2029-12,5,0.06743353866589685,0.04111479731637276,0.07039999999999999,-0.029285202683627228,80.0,0.14196748807220638,1.9504641944729995
Boston - MA USA - JP/Roslindale/West Roxbury ,Boston - MA,JP/Roslindale/West Roxbury ,4971301.0,2024-12 to 2029-12,5,0.07241279080702179,0.02439437324217561,0.07039999999999999,-0.04600562675782438,80.0,0.11986292554235267,1.8230211433205081
Boston - MA USA - Lawrence/Haverhill,Boston - MA,Lawrence/Haverhill,4971301.0,2024-12 to 2029-12,5,0.0612360001329757,0.05298556293184792,0.07039999999999999,-0.017414437068152072,80.0,0.1535795861283722,1.9994342926192417
Boston - MA USA - Lowell/Dracut,Boston - MA,Lowell/Dracut,4971301.0,2024-12 to 2029-12,5,0.0699156155552747,0.042942253083435904,0.07039999999999999,-0.027457746916564087,80.0,0.14996037781100147,2.013775073437749
Boston - MA USA - Metro West,Boston - MA,Metro West,4971301.0,2024-12 to 2029-12,5,0.0663522697821024,0.04662683756170722,0.07039999999999999,-0.02377316243829277,80.0,0.1506172211498611,2.001853040299093
Boston - MA USA - New Hampshire Beaches,Boston - MA,New Hampshire Beaches,4971301.0,2024-12 to 2029-12,5,0.06465743317092287,0.08101494506100324,0.07039999999999999,0.010614945061003245,80.0,0.21473058028752057,2.40439825581485
Boston - MA USA - North Shore,Boston - MA,North Shore,4971301.0,2024-12 to 2029-12,5,0.06520285604997245,0.041532361110207666,0.07039999999999999,-0.028867638889792324,80.0,0.13835735418730666,1.919634508877862
Boston - MA USA - Quincy/Milton/Randolph,Boston - MA,Quincy/Milton/Randolph,4971301.0,2024-12 to 2029-12,5,0.06849608224355208,0.04288776418384007,0.07039999999999999,-0.02751223581615992,80.0,0.14733773290984642,1.989903933420401
Boston - MA USA - Route 1 North,Boston - MA,Route 1 North,4971301.0,2024-12 to 2029-12,5,0.06801037741618043,0.03772201616887234,0.07039999999999999,-0.032677983831127654,80.0,0.13654895273158618,1.9174256731528723
Boston - MA USA - Route 1 South,Boston - MA,Route 1 South,4971301.0,2024-12 to 2029-12,5,0.06684075533756206,0.04265818816014697,0.07039999999999999,-0.02774181183985302,80.0,0.1437372937575192,1.9601473848869226
Boston - MA USA - Route 2,Boston - MA,Route 2,4971301.0,2024-12 to 2029-12,5,0.06887734531532619,0.05228251657405463,0.07039999999999999,-0.01811748342594536,80.0,0.16593162036876064,2.113554702113849
Boston - MA USA - Roxbury/Dorchester,Boston - MA,Roxbury/Dorchester,4971301.0,2024-12 to 2029-12,5,0.07199688414841976,0.026334525202864598,0.07039999999999999,-0.04406547479713539,80.0,0.1227276130433852,1.8404020899794016
Boston - MA USA - Somerville/Charlestown,Boston - MA,Somerville/Charlestown,4971301.0,2024-12 to 2029-12,5,0.06656748852064198,0.038658015026467776,0.07039999999999999,-0.031741984973532214,80.0,0.13564361535744363,1.9057226700353385
Boston - MA USA - South Boston/Seaport,Boston - MA,South Boston/Seaport,4971301.0,2024-12 to 2029-12,5,0.07036602145919924,0.036719378991760004,0.07039999999999999,-0.033680621008239986,80.0,0.13870046298533034,1.9433729119320438
Boston - MA USA - South Plymouth County,Boston - MA,South Plymouth County,4971301.0,2024-12 to 2029-12,5,0.06553102380002818,0.051976542387222255,0.07039999999999999,-0.018423457612777736,80.0,0.1596338358833318,2.0554712613832926
Boston - MA USA - South Shore,Boston - MA,South Shore,4971301.0,2024-12 to 2029-12,5,0.06891484550444726,0.04423665173031296,0.07039999999999999,-0.026163348269687033,80.0,0.15054061304707855,2.0135932985845058
Boston - MA USA - Strafford County,Boston - MA,Strafford County,4971301.0,2024-12 to 2029-12,5,0.06262959800521162,0.0657253210225025,0.07039999999999999,-0.004674678977497487,80.0,0.18163822069775892,2.1808344448833274
Boston - MA USA - Suburban Rockingham County,Boston - MA,Suburban Rockingham County,4971301.0,2024-12 to 2029-12,5,0.060379072224188146,0.10157012773845363,0.07039999999999999,0.031170127738453637,80.0,0.25026846916148227,2.593176945224673
Boston - MA USA - Waltham/Arlington/Belmont,Boston - MA,Waltham/Arlington/Belmont,4971301.0,2024-12 to 2029-12,5,0.06662460674317572,0.041531422206557256,0.07039999999999999,-0.028868577793442735,80.0,0.14120058082161702,1.9425642866086679
Boulder - CO USA - Central,Boulder - CO,Central,329789.0,2024-12 to 2029-12,5,0.08027061521178425,0.03330226222299968,0.07039999999999999,-0.03709773777700031,102.0,0.15133527652980638,2.0662028892653628
Boulder - CO USA - Longmont/Northwest Boulder County,Boulder - CO,Longmont/Northwest Boulder County,329789.0,2024-12 to 2029-12,5,0.08210727085786451,0.038612158743636216,0.07039999999999999,-0.031787841256363775,102.0,0.1641851137817225,2.16394878027793
Boulder - CO USA - Southwest Boulder County,Boulder - CO,Southwest Boulder County,329789.0,2024-12 to 2029-12,5,0.0835892188027314,0.03810816971134871,0.07039999999999999,-0.03229183028865128,102.0,0.16625276746856876,2.183118026619888
Bowling Green - KY USA - Bowling Green ,Bowling Green - KY,Bowling Green ,189314.0,2024-12 to 2029-12,5,0.0644732813287292,0.04977433418388216,0.07039999999999999,-0.020625665816117827,92.0,0.1530092758661501,2.0109341367234705
Bremerton - WA USA - Bainbridge Island,Bremerton - WA,Bainbridge Island,280726.0,2024-12 to 2029-12,5,0.062339215664258596,0.035604739731027804,0.07039999999999999,-0.034795260268972186,86.0,0.12147870170618869,1.7997015529971594
Bremerton - WA USA - Bremerton,Bremerton - WA,Bremerton,280726.0,2024-12 to 2029-12,5,0.06737937466203991,0.0385687382262317,0.07039999999999999,-0.03183126177376829,86.0,0.1370297830581677,1.917759554608914
Bremerton - WA USA - North Kitsap County,Bremerton - WA,North Kitsap County,280726.0,2024-12 to 2029-12,5,0.06664909543591158,0.054140364451739295,0.07039999999999999,-0.016259635548260695,86.0,0.16596708381977643,2.1005722897437584
Bremerton - WA USA - Silverdale,Bremerton - WA,Silverdale,280726.0,2024-12 to 2029-12,5,0.07692107927728675,0.03568280427017951,0.07039999999999999,-0.03471719572982048,86.0,0.1489175369703024,2.039292468794865
Bremerton - WA USA - South Kitsap County,Bremerton - WA,South Kitsap County,280726.0,2024-12 to 2029-12,5,0.0809064984094523,0.04309008178361905,0.07039999999999999,-0.027309918216380943,86.0,0.17053192501629222,2.1993881283782812
Buffalo - NY USA - Buffalo Proper,Buffalo - NY,Buffalo Proper,1150917.0,2024-12 to 2029-12,5,0.06840663774058253,0.03450170479317614,0.07039999999999999,-0.03589829520682385,118.0,0.13136424960252313,1.883621113394542
Buffalo - NY USA - Central,Buffalo - NY,Central,1150917.0,2024-12 to 2029-12,5,0.06546011694038523,0.028337588245820593,0.07039999999999999,-0.042062411754179393,118.0,0.1137069503715189,1.7588419696918862
Buffalo - NY USA - East Suburbs,Buffalo - NY,East Suburbs,1150917.0,2024-12 to 2029-12,5,0.06663884506758944,0.05775766530395915,0.07039999999999999,-0.012642334696040841,118.0,0.17310467528411122,2.1456226958372517
Buffalo - NY USA - North Suburbs,Buffalo - NY,North Suburbs,1150917.0,2024-12 to 2029-12,5,0.06759048657391098,0.056055814744713967,0.07039999999999999,-0.014344185255286024,118.0,0.17124690461047876,2.139774661282683
